BIOGUIDE_ID,OFFICE,QUARTER,PROGRAM,CATEGORY,DATE,TRANSCODE,RECORDID,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,RECIP (orig.)
B001287,HON. AMI BERA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/20/2017,AP,E0497322,COMCAST,2/21/2017,3/20/2017,UTILITIES,328.23,2017,COMCAST
B001292,HON. DONALD S. BEYER  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/11/2017,AP,E0476806,COX COMMUNICATIONS INC,12/26/2016,1/25/2017,UTILITIES,116.27,2017,COX COMMUNICATIONS INC
B001292,HON. DONALD S. BEYER  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/8/2017,AP,E0485315,COX COMMUNICATIONS INC,1/26/2017,2/25/2017,UTILITIES,116.27,2017,COX COMMUNICATIONS INC
B001292,HON. DONALD S. BEYER  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/9/2017,AP,E0494448,COX COMMUNICATIONS INC,2/26/2017,3/25/2017,UTILITIES,116.27,2017,COX COMMUNICATIONS INC
B001302,HON. ANDY BIGGS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/8/2017,AP,E0486019,SALT RIVER PROJECT (SRP),1/4/2017,1/24/2017,UTILITIES,108.49,2017,SALT RIVER PROJECT (SRP)
B001302,HON. ANDY BIGGS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/9/2017,AP,E0494565,SALT RIVER PROJECT (SRP),1/25/2017,2/18/2017,UTILITIES,167.49,2017,SALT RIVER PROJECT (SRP)
B001257,HON. GUS  M. BILIRAKIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/10/2017,AP,E0486360,WITHLACOOCHEE RIVER ELECTRIC COOP INC,12/28/2016,1/26/2017,UTILITIES,180.74,2017,WITHLACOOCHEE RIVER ELECTRIC COOP INC
B001257,HON. GUS  M. BILIRAKIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/17/2017,AP,E0495391,WITHLACOOCHEE RIVER ELECTRIC COOP INC,1/26/2017,2/24/2017,UTILITIES,180.47,2017,WITHLACOOCHEE RIVER ELECTRIC COOP INC
B001257,HON. GUS  M. BILIRAKIS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/18/2017,AP,E0477500,WITHLACOOCHEE RIVER ELECTRIC COOP INC,11/22/2016,12/28/2016,UTILITIES,167,2016,WITHLACOOCHEE RIVER ELECTRIC COOP INC
B001293,HON. MIKE BISHOP,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/18/2017,AP,E0477250,COMCAST,12/23/2016,1/22/2017,UTILITIES,202.17,2017,COMCAST
B001293,HON. MIKE BISHOP,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/7/2017,AP,E0482654,COMCAST,1/23/2017,2/22/2017,UTILITIES,104.65,2017,COMCAST
B001293,HON. MIKE BISHOP,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/17/2017,AP,E0485992,BMH REALTY,12/1/2016,1/31/2017,UTILITIES,290.73,2017,BMH REALTY
B001293,HON. MIKE BISHOP,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/7/2017,AP,E0491199,COMCAST,2/23/2017,3/22/2017,UTILITIES,104.65,2017,COMCAST
B001293,HON. MIKE BISHOP,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/31/2017,AP,E0499365,BMH REALTY,1/23/2017,2/20/2017,UTILITIES,178.68,2017,BMH REALTY
B001293,HON. MIKE BISHOP,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/23/2017,AP,E0479365,BMH REALTY,11/17/2016,12/19/2016,UTILITIES,221.23,2016,BMH REALTY
B001250,HON. ROB BISHOP,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/2/2017,AP,901877,DIRECTV,12/22/2016,1/21/2017,UTILITIES,165.97,2017,DIRECTV
B001250,HON. ROB BISHOP,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/2/2017,AP,901882,DIRECTV,1/22/2017,2/21/2017,UTILITIES,172.97,2017,DIRECTV
B000490,HON. SANFORD D. BISHOP  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/5/2017,AP,E0470680,CHARTER COMMUNICATIONS,12/16/2016,1/15/2017,UTILITIES,102,2017,CHARTER COMMUNICATIONS
B000490,HON. SANFORD D. BISHOP  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/1/2017,AP,E0482089,CHARTER COMMUNICATIONS,1/16/2017,2/15/2017,UTILITIES,102,2017,CHARTER COMMUNICATIONS
B000490,HON. SANFORD D. BISHOP  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/2/2017,AP,E0482079,COX COMMUNICATIONS INC,12/24/2016,1/23/2017,UTILITIES,579.89,2017,COX COMMUNICATIONS INC
B000490,HON. SANFORD D. BISHOP  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/14/2017,AP,E0486368,COX COMMUNICATIONS INC,1/24/2017,2/23/2017,UTILITIES,579.89,2017,COX COMMUNICATIONS INC
B000490,HON. SANFORD D. BISHOP  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/22/2017,AP,E0495801,COX COMMUNICATIONS INC,3/23/2017,3/23/2017,UTILITIES,579.78,2017,COX COMMUNICATIONS INC
B000490,HON. SANFORD D. BISHOP  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/3/2017,AP,E0470935,CITIBANK GOV CARD SERVICE,11/12/2016,11/12/2016,UTILITIES,658.95,2016,CITIBANK GOV CARD SERVICE
B001273,HON. DIANE BLACK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/25/2017,AP,E0479813,COMCAST,1/26/2017,2/25/2017,UTILITIES,156.85,2017,COMCAST
B001273,HON. DIANE BLACK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/6/2017,AP,E0492280,COMCAST,2/26/2017,3/25/2017,UTILITIES,264.75,2017,COMCAST
B001273,HON. DIANE BLACK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/21/2017,AP,E0499141,COMCAST,3/26/2017,4/25/2017,UTILITIES,156.16,2017,COMCAST
B001243,HON. MARSHA BLACKBURN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/5/2017,AP,E0470067,CHARTER COMMUNICATIONS,12/12/2016,1/11/2017,UTILITIES,320.84,2017,CHARTER COMMUNICATIONS
B001243,HON. MARSHA BLACKBURN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/5/2017,AP,E0470068,COMCAST,12/15/2016,1/14/2017,UTILITIES,385.86,2017,COMCAST
B001243,HON. MARSHA BLACKBURN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/5/2017,AP,E0474966,CHARTER COMMUNICATIONS,12/12/2016,1/11/2017,UTILITIES,320.84,2017,CHARTER COMMUNICATIONS
B001243,HON. MARSHA BLACKBURN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/24/2017,AP,E0478848,CHARTER COMMUNICATIONS,1/12/2017,2/11/2017,UTILITIES,320.52,2017,CHARTER COMMUNICATIONS
B001243,HON. MARSHA BLACKBURN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/25/2017,AP,E0479966,COMCAST,1/15/2017,2/14/2017,UTILITIES,389.76,2017,COMCAST
B001243,HON. MARSHA BLACKBURN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/1/2017,AP,E0489578,CHARTER COMMUNICATIONS,2/12/2017,3/11/2017,UTILITIES,320.52,2017,CHARTER COMMUNICATIONS
B001243,HON. MARSHA BLACKBURN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/4/2017,AP,E0490538,COMCAST,2/15/2017,3/14/2017,UTILITIES,380.24,2017,COMCAST
B001243,HON. MARSHA BLACKBURN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/24/2017,AP,E0498242,CHARTER COMMUNICATIONS,3/12/2017,4/11/2017,UTILITIES,328.18,2017,CHARTER COMMUNICATIONS
B001243,HON. MARSHA BLACKBURN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/28/2017,AP,E0498246,COMCAST,3/15/2017,4/14/2017,UTILITIES,389.76,2017,COMCAST
B001294,HON. ROD BLUM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/17/2017,AP,904174,CITI PCARD-ALLIANT ENERGY PAYMENT,1/3/2017,1/28/2017,UTILITIES,579.53,2017,CITI PCARD-ALLIANT ENERGY PAYMENT
B001294,HON. ROD BLUM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/17/2017,AP,904174,CITI PCARD-CT-CEDAR-FALLS-PMNTS,1/3/2017,1/28/2017,UTILITIES,507.97,2017,CITI PCARD-CT-CEDAR-FALLS-PMNTS
B001294,HON. ROD BLUM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/21/2017,AP,912200,CITI PCARD-ALLIANT ENERGY PAYMENT,1/29/2017,2/28/2017,UTILITIES,262.54,2017,CITI PCARD-ALLIANT ENERGY PAYMENT
B001294,HON. ROD BLUM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/21/2017,AP,912200,CITI PCARD-CT-CEDAR-FALLS-PMNTS,1/29/2017,2/28/2017,UTILITIES,305.33,2017,CITI PCARD-CT-CEDAR-FALLS-PMNTS
B000574,HON. EARL BLUMENAUER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/9/2017,AP,E0488491,POMEROY JULIA J.,1/19/2017,2/18/2017,UTILITIES,133.82,2017,POMEROY JULIA J.
B000574,HON. EARL BLUMENAUER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/30/2017,AP,E0498741,POMEROY JULIA J.,2/19/2017,3/18/2017,UTILITIES,138.02,2017,POMEROY JULIA J.
B001278,HON. SUZANNE BONAMICI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/20/2017,AP,E0478436,COMCAST,12/28/2016,1/27/2017,UTILITIES,111.89,2017,COMCAST
B001278,HON. SUZANNE BONAMICI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/10/2017,AP,E0483898,COMCAST,1/28/2017,2/27/2017,UTILITIES,111.89,2017,COMCAST
B001278,HON. SUZANNE BONAMICI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/14/2017,AP,E0494762,COMCAST,2/28/2017,3/27/2017,UTILITIES,111.89,2017,COMCAST
B001245,HON. MADELEINE Z. BORDALLO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/21/2017,AP,912200,CITI PCARD-GUAM POWER AUTHORITY,1/29/2017,2/28/2017,UTILITIES,1726.81,2017,CITI PCARD-GUAM POWER AUTHORITY
B001245,HON. MADELEINE Z. BORDALLO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/19/2017,AP,900647,CITI PCARD-GUAM POWER AUTHORITY,11/29/2016,12/28/2016,UTILITIES,1632.98,2016,CITI PCARD-GUAM POWER AUTHORITY
B001295,HON. MIKE BOST,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/31/2017,AP,E0481332,AMEREN ILLINOIS,11/30/2016,1/3/2017,UTILITIES,189.29,2017,AMEREN ILLINOIS
B001295,HON. MIKE BOST,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/17/2017,AP,904174,CITI PCARD-CHARTER COMMUNICATIONS,1/3/2017,1/28/2017,UTILITIES,535.07,2017,CITI PCARD-CHARTER COMMUNICATIONS
B001295,HON. MIKE BOST,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/17/2017,AP,904174,CITI PCARD-CTS FRONTIER ONLINEPAY,1/3/2017,1/28/2017,UTILITIES,190.19,2017,CITI PCARD-CTS FRONTIER ONLINEPAY
B001295,HON. MIKE BOST,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/6/2017,AP,E0490415,AMEREN ILLINOIS,1/3/2017,2/1/2017,UTILITIES,180.16,2017,AMEREN ILLINOIS
B001295,HON. MIKE BOST,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/21/2017,AP,912200,CITI PCARD-MCC MEDIACOM,1/29/2017,2/28/2017,UTILITIES,160.74,2017,CITI PCARD-MCC MEDIACOM
B001295,HON. MIKE BOST,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/24/2017,AP,E0496943,AMEREN ILLINOIS,2/1/2017,3/2/2017,UTILITIES,162.25,2017,AMEREN ILLINOIS
B001296,HON. BRENDAN F. BOYLE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/17/2017,AP,904174,CITI PCARD-COMCAST,1/3/2017,1/28/2017,UTILITIES,1202.47,2017,CITI PCARD-COMCAST
B001296,HON. BRENDAN F. BOYLE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/17/2017,AP,904174,CITI PCARD-FSI VERIZON,1/3/2017,1/28/2017,UTILITIES,407.06,2017,CITI PCARD-FSI VERIZON
B001296,HON. BRENDAN F. BOYLE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/17/2017,AP,904174,CITI PCARD-PECO PAYMENT,1/3/2017,1/28/2017,UTILITIES,818.36,2017,CITI PCARD-PECO PAYMENT
B001296,HON. BRENDAN F. BOYLE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/21/2017,AP,912200,CITI PCARD-COMCAST,1/29/2017,2/28/2017,UTILITIES,914.26,2017,CITI PCARD-COMCAST
B001296,HON. BRENDAN F. BOYLE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/21/2017,AP,912200,CITI PCARD-VERIZON ONETIMEPAY,1/29/2017,2/28/2017,UTILITIES,839.42,2017,CITI PCARD-VERIZON ONETIMEPAY
B001227,HON. ROBERT A. BRADY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/27/2017,AP,E0481439,PHILADELPHIA GAS WORKS,12/7/2016,1/10/2017,UTILITIES,230.09,2017,PHILADELPHIA GAS WORKS
B001227,HON. ROBERT A. BRADY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/27/2017,AP,E0481446,VERIZON,12/4/2016,1/3/2017,UTILITIES,212.35,2017,VERIZON
B001227,HON. ROBERT A. BRADY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/17/2017,AP,904174,CITI PCARD-COMCAST,1/3/2017,1/28/2017,UTILITIES,722.93,2017,CITI PCARD-COMCAST
B001227,HON. ROBERT A. BRADY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/2/2017,AP,E0491909,VERIZON,1/4/2017,2/3/2017,UTILITIES,211.83,2017,VERIZON
B001227,HON. ROBERT A. BRADY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/8/2017,AP,E0493666,PHILADELPHIA GAS WORKS,1/10/2017,2/8/2017,UTILITIES,206.96,2017,PHILADELPHIA GAS WORKS
B001227,HON. ROBERT A. BRADY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/21/2017,AP,912200,CITI PCARD-COMCAST,1/29/2017,2/28/2017,UTILITIES,1136.29,2017,CITI PCARD-COMCAST
B001227,HON. ROBERT A. BRADY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/28/2017,AP,E0499589,PHILADELPHIA GAS WORKS,2/8/2017,3/9/2017,UTILITIES,172.56,2017,PHILADELPHIA GAS WORKS
B001227,HON. ROBERT A. BRADY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/28/2017,AP,E0499593,VERIZON,2/4/2017,3/3/2017,UTILITIES,209.95,2017,VERIZON
B001227,HON. ROBERT A. BRADY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/9/2017,AP,E0475786,VERIZON,11/4/2016,12/3/2016,UTILITIES,223.16,2016,VERIZON
B001227,HON. ROBERT A. BRADY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/9/2017,AP,E0475795,AT&T MOBILITY,11/7/2016,12/6/2016,UTILITIES,845.53,2016,AT&T MOBILITY
B001227,HON. ROBERT A. BRADY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/12/2017,AP,E0477617,PHILADELPHIA GAS WORKS,11/23/2016,12/27/2016,UTILITIES,148.73,2016,PHILADELPHIA GAS WORKS
B001227,HON. ROBERT A. BRADY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/19/2017,AP,900647,CITI PCARD-COMCAST,11/29/2016,12/28/2016,UTILITIES,1016.41,2016,CITI PCARD-COMCAST
B001227,HON. ROBERT A. BRADY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/17/2017,AP,904174,CITI PCARD-COMCAST,12/29/2016,1/2/2017,UTILITIES,305.02,2017,CITI PCARD-COMCAST
B001290,HON. DAVE BRAT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/20/2017,AP,E0497384,COMCAST,3/2/2017,4/1/2017,UTILITIES,244.69,2017,COMCAST
B001290,HON. DAVE BRAT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/31/2017,AP,E0501497,DIRECTV,3/1/2017,3/30/2017,UTILITIES,161.95,2017,DIRECTV
B001274,HON. MO BROOKS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/17/2017,AP,904174,CITI PCARD-VS  WOW,1/3/2017,1/28/2017,UTILITIES,561.26,2017,CITI PCARD-VS  WOW
B001274,HON. MO BROOKS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/21/2017,AP,912200,CITI PCARD-VS  WOW,1/29/2017,2/28/2017,UTILITIES,560.77,2017,CITI PCARD-VS  WOW
B001274,HON. MO BROOKS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/19/2017,AP,900647,CITI PCARD-VS  WOW,11/29/2016,12/28/2016,UTILITIES,561.26,2016,CITI PCARD-VS  WOW
B001284,HON. SUSAN W. BROOKS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/17/2017,AP,904174,CITI PCARD-DTV DIRECTV SERVICE,1/3/2017,1/28/2017,UTILITIES,1313.57,2017,CITI PCARD-DTV DIRECTV SERVICE
B001284,HON. SUSAN W. BROOKS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/19/2017,AP,900647,CITI PCARD-ATT BILL PAYMENT,11/29/2016,12/28/2016,UTILITIES,180,2016,CITI PCARD-ATT BILL PAYMENT
B001284,HON. SUSAN W. BROOKS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/19/2017,AP,900647,CITI PCARD-DTV DIRECTV SERVICE,10/29/2016,11/28/2016,UTILITIES,170.29,2016,CITI PCARD-DTV DIRECTV SERVICE
B001285,HON. JULIA BROWNLEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/7/2017,AP,E0484492,YOUNG LEONARD P.,12/2/2016,1/24/2017,UTILITIES,2007.03,2017,YOUNG LEONARD P.
B001285,HON. JULIA BROWNLEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/9/2017,AP,E0494561,YOUNG LEONARD P.,1/20/2017,2/17/2017,UTILITIES,158.04,2017,YOUNG LEONARD P.
B001285,HON. JULIA BROWNLEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/5/2017,AP,E0475759,YOUNG LEONARD P.,9/2/2016,12/12/2016,UTILITIES,1350.9,2016,YOUNG LEONARD P.
B001260,HON. VERN G. BUCHANAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/20/2017,AP,E0477153,BRIGHT HOUSE NETWORKS,1/3/2017,1/22/2017,UTILITIES,113.06,2017,BRIGHT HOUSE NETWORKS
B001260,HON. VERN G. BUCHANAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/2/2017,AP,E0483397,BRIGHT HOUSE NETWORKS,1/23/2017,2/22/2017,UTILITIES,178.52,2017,BRIGHT HOUSE NETWORKS
B001260,HON. VERN G. BUCHANAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/4/2017,AP,E0491198,BRIGHT HOUSE NETWORKS,2/23/2017,3/22/2017,UTILITIES,180.08,2017,BRIGHT HOUSE NETWORKS
B001297,HON. KEN BUCK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/20/2017,AP,E0478748,COMCAST,1/1/2017,1/31/2017,UTILITIES,238.99,2017,COMCAST
B001297,HON. KEN BUCK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/26/2017,AP,E0479934,COMCAST,1/5/2017,2/4/2017,UTILITIES,312.1,2017,COMCAST
B001297,HON. KEN BUCK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/3/2017,AP,E0488617,COMCAST,2/1/2017,2/28/2017,UTILITIES,238.84,2017,COMCAST
B001297,HON. KEN BUCK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/21/2017,AP,E0497817,COMCAST,3/5/2017,4/4/2017,UTILITIES,263.7,2017,COMCAST
B001297,HON. KEN BUCK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/21/2017,AP,E0497818,COMCAST,2/5/2017,3/4/2017,UTILITIES,263.7,2017,COMCAST
B001297,HON. KEN BUCK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/28/2017,AP,E0498120,COMCAST,3/1/2017,3/31/2017,UTILITIES,238.84,2017,COMCAST
B001275,HON. LARRY BUCSHON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/28/2017,AP,E0487753,WOW BUSINESS,1/21/2017,2/20/2017,UTILITIES,175.53,2017,WOW BUSINESS
B001275,HON. LARRY BUCSHON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/3/2017,AP,E0489397,LESTER DEAN A.,1/3/2017,3/2/2017,UTILITIES,205.44,2017,LESTER DEAN A.
B001275,HON. LARRY BUCSHON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/21/2017,AP,E0495734,DUKE ENERGY CORPORATION,1/17/2017,2/15/2017,UTILITIES,116.98,2017,DUKE ENERGY CORPORATION
B001275,HON. LARRY BUCSHON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/4/2017,AP,E0471139,TIME WARNER CABLE,12/3/2016,1/2/2017,UTILITIES,102.72,2017,TIME WARNER CABLE
B001275,HON. LARRY BUCSHON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/4/2017,AP,E0471140,TIME WARNER CABLE,11/3/2016,12/2/2016,UTILITIES,102.72,2016,TIME WARNER CABLE
B001275,HON. LARRY BUCSHON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/4/2017,AP,E0471141,WOW BUSINESS,11/21/2016,12/20/2016,UTILITIES,175.55,2016,WOW BUSINESS
B001275,HON. LARRY BUCSHON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/20/2017,AP,E0478271,DUKE ENERGY CORPORATION,11/10/2016,12/14/2016,UTILITIES,119.69,2016,DUKE ENERGY CORPORATION
B001305,HON. TED BUDD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/1/2017,AP,E0488809,TIME WARNER CABLE,1/23/2017,2/22/2017,UTILITIES,350.61,2017,TIME WARNER CABLE
B001305,HON. TED BUDD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/1/2017,AP,E0488810,DUKE ENERGY CORPORATION,1/17/2017,1/31/2017,UTILITIES,135.28,2017,DUKE ENERGY CORPORATION
B001305,HON. TED BUDD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/22/2017,AP,E0495683,TIME WARNER CABLE,2/23/2017,3/22/2017,UTILITIES,244.68,2017,TIME WARNER CABLE
B001305,HON. TED BUDD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/22/2017,AP,E0495684,DUKE ENERGY CORPORATION,1/31/2017,2/28/2017,UTILITIES,195.58,2017,DUKE ENERGY CORPORATION
